owner_org,fiscal_yr,service_id,service_name_en,service_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,authority_en,authority_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,program_id_code,client_target_groups,service_fee,cra_business_number,use_of_sin,online_applications,web_visits_info_service,calls_received,in_person_applications,email_applications,fax_applications,postal_mail_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr,harmonized_service_id,harmonized_service_name_en,harmonized_service_name_fr,owner_org_title
cra-arc,2017-2018,2017-2018-CRA-015,Provincial and territorial child benefit program payments,Paiements provinciaux et territoriaux pour les programmes de prestations pour enfants,EX,RES,2,"CRA delivers child benefit programs on behalf of the provinces and territories. CRA processes the applications made, determines eligibility and entitlement, and issues payments.","L’Agence offre des programmes de prestations pour enfants au nom des provinces et des territoires. L’Agence traite les demandes présentées, détermine l’admissibilité et le droit de recevoir des demandeurs, et verse les paiements.",Various provincial and territorial acts and regulations,Une variété des lois et règlements provinciaux et territoriaux,https://www.canada.ca/en/revenue-agency/services/child-family-benefits/provincial-territorial-programs.html,https://www.canada.ca/fr/agence-revenu/services/prestations-enfants-familles/programmes-provinciaux-territoriaux.html,Alberta Family Employment Tax Credit; Alberta child benefit; BC family bonus; BC earned income benefit; BC early childhood tax benefit; New Brunswick Child Tax Benefit; Newfoundland and Labrador Child Benefit; Nunavut Child Benefit; Northwest Territories Child Benefit; Nova Scotia Child Benefit; Ontario child benefit; Saskatchewan Child Benefit; Yukon Child Benefit.,Crédit d'impôt à l'emploi familial de l'Alberta; Prestation pour enfants de l’Alberta; Prestation familiale de la Colombie-Britannique; Prestation fiscale pour la petite enfance de la Colombie-Britannique; Prestation sur le revenu gagné de la Colombie-Britannique; Prestation fiscale pour enfants du Nouveau-Brunswick; Prestation pour enfants de Terre-Neuve-et-Labrador; Prestation pour enfants du Nunavut; Prestation pour enfants des Territoires du Nord-Ouest; Prestation pour enfants de la Nouvelle-Écosse; Prestation ontarienne pour enfants; Prestation pour enfants de la Saskatchewan; Prestation pour enfants du Yukon.,2.1.4,PP,N,NA,NA,8304466,0,0,0,0,0,636209,Y,Y,Y,Y,Y,N,"EML,FAX,ONL,POST,TEL","The use of the BN does not apply, as the client/target group is not a business.

Service standards: The CRA uses the CCB Application to determine if clients are eligible for these benefits. See service standards for CCB Applications.",,cra-arc - 15,Provincial and territorial child benefit program payments,Paiements provinciaux et territoriaux pour les programmes de prestations pour enfants,Canada Revenue Agency | Agence du revenu du Canada
cra-arc,2017-2018,2017-2018-CRA-016,Formal Review Request (Appeals),Demande de vérification officielle (Appels),EX,REG,8,CRA offers taxpayers the ability to receive a formal review should they disagree with their (re)assessment for no cost. Appeals representatives who were not involved in the original decision will conduct a formal and impartial review to reassess the taxpayers entitlement. Further recourse is available to clients via the Courts or an appropriate Tribunal.,L’Agence offre aux contribuables la possibilité d’obtenir gratuitement un examen officiel s’ils sont en désaccord avec leur cotisation ou leur nouvelle cotisation. Des représentants des Appels qui n’ont pas participé à la décision initiale procéderont à un examen officiel et impartial pour établir l’admissibilité du contribuable. D’autres recours sont offerts aux clients par les tribunaux.,"ITA, ETA, Ontario Corporations Tax Act, Excise Act (2001), Air Travellers Security Charge Act, Softwood Lumber Products Export Charge Act (2006)","LIR, LTA, Loi de l'impôt sur les Sociétés de l'Ontario, Loi de 2001 sur la Taxe d'Accise, Loi sur le Droit pour la Sécurité des Passagers du Transport Aérien, Loi de 2006 sur les Droits d'Exportation de Produits de Bois d'Oeuvre",https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/complaints-disputes/file-objection-cppei-appeal-minister/income-tax.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/plaintes-differends/presenter-opposition-appel-rpcae-ministre/impot-revenu.html,Objections,Oppositions,1.5.8,PP,N,NA,N,34090,0,34,1841,0,3570,22566,Y,Y,Y,N,N,N,"EML,FAX,ONL,POST,TEL","The use of the BN does not apply, as the client/target group is not a business.

Service standards: Reflects volumes for low-complexity objections. The medium-complexity service standard was not implemented until April 1, 2018; therefore, no 2017-2018 data is available for it.",,cra-arc - 16,Formal Review Request (Appeals),Demande de vérification officielle (Appels),Canada Revenue Agency | Agence du revenu du Canada
cra-arc,2017-2018,2017-2018-CRA-017,Trust Income Tax Return Filing,Dépôt des déclarations de revenus des fiducies,EX,REG,8,"Taxpayers are required to file a Trust Tax Return if it is subject to tax. CRA provides the information necessary for the taxpayer to file, processes the return and issues a request for payment or provides a refund.  CRA and/or client-initiated reassessments may occur.","Les contribuables sont tenus de produire une déclaration de revenus des fiducies si leur fiducie est assujettie à l’impôt. L’Agence fournit les renseignements nécessaires pour que le contribuable produise sa déclaration, puis traite la déclaration, envoie une demande de paiement ou fait un remboursement.  De nouvelles cotisations initiées par l’Agence ou par le client peuvent être établies.",ITA,LIR,https://www.canada.ca/en/revenue-agency/services/tax/trust-administrators/t3-return/how-file-t3-return.html,https://www.canada.ca/fr/agence-revenu/services/impot/administrateurs-fiducies/declaration-t3/comment-produire-declaration-t3.html,T3 Program,Programme T3,1.2.1,PP,N,NA,NA,13988,0,0,0,0,0,268177,NA,Y,N,N,N,N,"EML,FAX,ONL,POST,TEL","The use of the BN does not apply, as the client/target group is not a business.

No account registration is required for this service.

Trust Income Tax Return filing is currently e-enabled in limited cases in regards to the application, decision, and issuance processes, representing a small percentage of overall returns processed. The CRA is planning to fully e-enable the filing of Trust Income Tax Returns in the medium term.",,cra-arc - 17,Trust Income Tax Return Filing,Dépôt des déclarations de revenus des fiducies,Canada Revenue Agency | Agence du revenu du Canada
cra-arc,2017-2018,2017-2018-CRA-018,Business Number (BN) Registration,Inscription d'un Numéro d'Entreprise (NE),EX,REG,8,"The BN is a nine-digit identifier for businesses to simplify their dealings with federal, provincial, and municipal governments in Canada. It aims to give each registered business its own unique number.","Le numéro d’entreprise est un code d’identification à neuf chiffres visant à simplifier les interactions des entreprises avec les gouvernements fédéral, provinciaux et municipaux du Canada. Il fait en sorte que chaque entreprise inscrite ait son propre numéro unique.",ITA and ETA,LIR et LTA,https://www.canada.ca/en/revenue-agency/services/tax/businesses/topics/registering-your-business/register.html,https://www.canada.ca/fr/agence-revenu/services/impot/entreprises/sujets/inscrire-votre-entreprise/comment-sinscrire.html,BN,NE,1.2.2,ES,N,Y,Y,358994,0,110315,0,0,0,404097,Y,Y,Y,Y,Y,Y,"EML,FAX,ONL,POST,TEL","Sole proprietors must supply a SIN when registering for a GST/HST BN

Number of applications submitted via fax is included under postal mail.

Other methods of registration included under postal mail: walk-in (RQ only); gazette; internal; autocreate rejects; payment; return; attach; and conversion

Service standards: No external service standard for this data. This data is tracked via an internal performance indicator.",,cra-arc - 18,Business Number (BN) Registration,Inscription d'un Numéro d'Entreprise (NE),Canada Revenue Agency | Agence du revenu du Canada
cra-arc,2017-2018,2017-2018-CRA-019,Access to Information and Privacy,Accès à l'information et à la protection des renseignements personnels,EX,RES,8,"The Access to Information Act gives Canadian citizens, along with persons and corporations in Canada, the right to request access to federal government records. The Privacy Act protects the privacy of individuals' personal information held by government institutions. It also gives individuals a right of access to their own personal information and with certain rights to correct or annotate it.","La Loi sur l’accès à l’information donne aux citoyens canadiens, aux particuliers et aux sociétés du Canada le droit de demander l’accès aux dossiers du gouvernement fédéral. La Loi sur la protection des renseignements personnels protège la confidentialité des renseignements personnels des particuliers qui sont détenus par les institutions gouvernementales. Elle fournit également aux particuliers le droit d’accéder à leurs renseignements personnels, ainsi que certains droits leur permettant de corriger ou d’annoter ces renseignements.",Access to information Act and Privacy Act,Loi sur l'accès à l'information et Loi sur la protection des renseignements personnels,www.canada.ca/en/revenue-agency/corporate/about-canada-revenue-agency-cra/access-information-privacy-canada-revenue-agency/request-information-canada-revenue-agency.html,www.canada.ca/fr/agence-revenu/organisation/a-propos-agence-revenu-canada-arc/acces-a-information-protection-renseignements-personnels-a-agence-revenu-canada/demander-renseignements-a-agence-revenu-canada.html,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,7.1.7.1,PP,Y,Y,Y,2281,51839,919,0,0,0,4260,NA,Y,Y,Y,Y,Y,"EML,FAX,ONL,POST,TEL","No account registration is required for this service.

The use of BN is required to retrieve business information.

The use of the SIN is required to retreive taxpayer information.

The use of the PRI is required to obtain employee information.

Number of applications submitted via fax is included under postal mail.

Service standards: GC standard",,cra-arc - 19,Access to Information and Privacy,Accès à l'information et à la protection des renseignements personnels,Canada Revenue Agency | Agence du revenu du Canada
csps-efpc,2017-2018,1,Learning Services,Services d'apprentissage,IN,HR,1,"Learning services facilitate access to the School's learning products. Clients use a personal login to gain access to GCcampus (the School's digital platform), where they can self-register for any of the School's learning products. Active and completed learning activities are documented in personal accounts.","Les Services d'apprentissage facilitent l'accès aux produits d'apprentissage de l'École. Les clients utilisent un identifiant personnel pour accéder à GCcampus (la plateforme numérique de l'École), là où ils peuvent s'inscrire à toutes les activités d'apprentissage de l'École. Les activités en cours et terminées sont documentées dans le compte personnel des apprenants.",Canada School of Public Service Act,Loi sur l’École de la fonction publique du Canada,https://idp.csps-efpc.gc.ca/idp/Authn/UserPassword,https://idp.csps-efpc.gc.ca/idp/login-fr.jsp,Learning Services,Services d'apprentissage,P052-0009,IG,N,NA,NA,0,1413254,70669,0,0,77,0,Y,Y,Y,NA,Y,Y,NONE,"The value for ""E-enabled Services: Decision"" is NA because this interaction step is embedded into the application step; no further decision is required for a learner to receive a confirmation of registration and/or to access the learning product. The values for the number of applications submitted online and over email are listed as ND because the department does not currently break down registration data in this way. There were over 500,000 confirmed registrations for 2017-18. The number of telephone calls received represents the total number of calls received by both tiers of the Client Contact Centre. The value for the number of website visits represents the number of sessions on GCcampus. The count applies to the entire GCcampus platform; it does not reference a specific page.",,csps-efpc - 01,Learning Services,Services d'apprentissage,Canada School of Public Service | École de la fonction publique du Canada
csps-efpc,2017-2018,2,Enterprise Requested Delivery,Demandes de livraison en organisation,IN,HR,8,"When no calendar offerings exist to meet an organizational need due to scheduling or geography, client organizations may request an on-site and/or dedicated offering of an instructor-led product.","Lorsque l'offre de formation ne répond pas au besoin d'une organisation en raison du calendrier établi ou du lieu de la formation, l’organisation peut demander qu'une séance avec enseignant soit organisée, soit une séance dans ses bureaux ou une séance spéciale.",Canada School of Public Service Act,Loi sur l’École de la fonction publique du Canada,NA,NA,Learning Services,Services d'apprentissage,P052-0009,IG,N,NA,NA,0,0,0,0,441,0,0,NA,NA,N,N,N,N,NONE,"There is no specific webpage where this service is described and/or accessed. The two steps, ""Account Registration / Enrollment"" and ""Authentication"", are not applicable because this service is automatically available for all client organizations of the School and it is a manually managed request process. The values shown for the number of applications are not fully representative of the true total number of applications received. Values will improve as processes for this service are standardized and improved.",,csps-efpc - 02,Enterprise Requested Delivery,Demandes de livraison en organisation,Canada School of Public Service | École de la fonction publique du Canada
esdc-edsc,2017-2018,3,Old Age Security (OAS) Benefits,Prestations de la Sécurité de la vieillesse,EX,RES,7,"The Old Age Security (OAS) pension is a monthly payment available to most Canadians 65 years of age who meet the Canadian legal status and residence requirements. In addition to the Old Age Security pension, there are three types of Old Age Security benefits:  the Guaranteed Income Supplement, Allowance and Allowance for the Survivor. The OAS provides financial support to millions of seniors, including those that are low-income, each year.","La pension de la Sécurité de la vieillesse (SV) est une prestation mensuelle versée à la plupart des Canadiens âgés de 65 ans et plus qui satisfont aux exigences relatives au statut juridique et à la résidence au Canada. En plus de la pension de la Sécurité de la vieillesse, il existe trois types de prestations de la Sécurité de la vieillesse : le Supplément de revenu garanti, l'Allocation et l'Allocation au survivant. La SV verse chaque année un soutien financier à des millions d'aînés, incluant ceux à faible revenu.",Old Age Security Act,Loi sur la Sécurité de la vieillesse,https://www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,https://www.canada.ca/fr/services/prestations/pensionspubliques/rpc/securite-vieillesse.html,Old Age Security,Sécurité de la vieillesse,33-001-BGN01,PP,N,NA,Y,0,1900000,8062241,294577,0,0,499600,Y,Y,N,Y,Y,N,"EML,IP,ONL,TEL","Individual volumes for CPP, CPP-D and OAS telephone calls are not available as the service delivery model provides integrated support to callers on all pensions related enquiries.

This document does not offer the ability to report on automated applications. The OAS program has autoenrolled over 120,000 seniors in 2017-2018 for benefits to be received in 2018-2019.

Regarding Service Standard 3.2 of the Service Standard & Performance Results dataset:   Payment Accuracy Reviews (PAAR) are completed to identify undetected errors that may result in mis-payments (overpayments and underpayments). The business volumes are financially-based ($).

Regarding Service Standard 3.3 of the Service Standard & Performance Results dataset: The service target for calls (row 11), provided in column “L” of the service standards tab, is measured on an annual basis. Although we can provide performance data per quarter (see columns “O”, “Q”, “S” and “U” under the service standards tab), the annual target accommodates for quarterly fluctuations. Performance may therefore be misrepresentative when not presented as an aggregate.

Regarding Service Standard & Performance Results dataset, column M: Regarding Real-Time Performance Reporting, while the Department did not provide real-time performance reporting in FY 2017-18, real-time results for the Department’s main statutory programs are expected to be published on line beginning in Q4 2018-19.",,esdc-edsc - 01,Old Age Security (OAS) Benefits,Prestations de la Sécurité de la vieillesse,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,4,Employment Insurance (EI) Benefits,Prestations d’assurance-emploi,EX,RES,7,"EI provides temporary financial assistance to unemployed Canadians who have lost their job through no fault of their own, while they look for work or upgrade their skills.
Canadians who are sick, pregnant, or caring for a newborn or adopted child, as well as those who must care for a family member who is seriously ill with a significant risk of death or who must provide care or support to their critically ill or injured child  family member may also be assisted by EI. The program also allows for self-employed individuals to register into it for access to EI special benefits (sickness, maternity, parental, compassionate care and parents of critically ill children family caregiver benefits).","L’assurance-emploi procure une aide financière temporaire aux Canadiens au chômage qui ont perdu leur emploi pour des raisons indépendantes de leur volonté, pendant qu’ils cherchent du travail ou améliorent leurs compétences. L’assurance-emploi vient également en aide aux travailleurs malades, aux femmes enceintes, aux parents qui s’occupent d’un nouveau-né ou d’un enfant adopté, aux personnes qui doivent s’occuper d’un membre de leur famille souffrant d’une maladie grave qui risque de causer son décès ainsi qu’aux parents qui doivent fournir des soins ou du soutien à leur enfant gravement malade ou blessé. Le programme permet également aux travailleurs indépendants de s'y inscrire pour avoir droit aux prestations spéciales de l'assurance-emploi (prestations de maternité, parentales, de compassion et celles destinées aux parents d’enfants gravement malades).",Employment Insurance (EI) Act,Loi sur l'assurance-emploi,https://www.canada.ca/en/services/benefits/ei.html,https://www.canada.ca/en/services/benefits/ei.html,Employment Insurance,Assurance-emploi,33-001-BGO01,"ES,PP",N,Y,Y,2772567,33660000,25586963,6271,0,0,9407,Y,Y,Y,Y,Y,N,"EML,IP,ONL,TEL","17,664 Applications were handled by telephone, not a category provided

Regarding Service Standard 4.2 of the Service Standard & Performance Results dataset:   Payment Accuracy Reviews (PAAR) are completed to identify undetected errors that may result in mis-payments (overpayments and underpayments). The business volumes are financially-based ($).

Regarding Service Standard 4.3 of the Service Standard & Performance Results dataset: The service target for calls (row 11), provided in column “L” of the service standards tab, is measured on an annual basis. Although we can provide performance data per quarter (see columns “O”, “Q”, “S” and “U” under the service standards tab), the annual target accommodates for quarterly fluctuations. Performance may therefore be misrepresentative when not presented as an aggregate.

Regarding Service Standard & Performance Results dataset, column M: Regarding Real-Time Performance Reporting, while the Department did not provide real-time performance reporting in FY 2017-18, real-time results for the Department’s main statutory programs are expected to be published on line beginning in Q4 2018-19.",,esdc-edsc - 03,Employment Insurance (EI) Benefits,Prestations d’assurance-emploi,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,5,Employment Insurance Premium Reduction,Réduction du taux de cotisation à l’assurance-emploi,EX,RES,2,Provides reduced EI premium rates to employers who provide their employees with an eligible short-term disability plan.,Prévoit une diminution des taux de cotisation à l'assurance-emploi aux employeurs qui offrent un régime d'invalidité à court terme à leurs employés.,Section 69 of the Employment Insurance Act and Part III of the Employment Insurance Regulations,Article 69 de la Loi sur l'assurance-emploi et partie III du Règlement sur l'assurance-emploi,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-employers/premium-reduction-program.html,https://www.canada.ca/fr/emploi-developpement-social/programmes/assurance-emploi/ae-liste/assurance-emploi-employeur/reduction-taux-cotisation.html,Employment Insurance,Assurance-emploi,33-001-BGO01,ES,N,Y,NA,0,59000,6435,0,0,0,1257,N,NA,NA,NA,NA,NA,NONE,,,esdc-edsc - 04,Employment Insurance Premium Reduction,Réduction du taux de cotisation à l’assurance-emploi,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,6,Supplemental Unemployment Benefit,Prestations supplémentaires de chômage,EX,RES,2,"Registers Supplemental Unemployment Benefits programs offered by employers. Employers must register their SUB plan before the implementation date of the plan, so that payments do not reduce the amount of an employee's EI benefits due to a period of unemployment due to temporary shortage of work, training, illness, injury or quarantine.","Enregistre les programmes de prestations supplémentaires de chômage offerts par les employeurs. Les employeurs doivent inscrire leur plan de prestations supplémentaires de chômage avant la date de mise en œuvre du plan afin que les versements ne réduisent pas le montant des prestations d'assurance-emploi des employés en raison d'une période de chômage occasionnée par un manque de travail, une formation, une maladie, une blessure ou une mise en quarantaine.",Section 37 of the Employment Insurance Regulations,Article 37 du Règlement sur l'assurance-emploi,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-employers-supplemental-unemployment-benefit.html,https://www.canada.ca/fr/emploi-developpement-social/programmes/assurance-emploi/ae-liste/assurance-emploi-employeurs-supplement-chomage.html,Employment Insurance,Assurance-emploi,33-001-BGO01,ES,N,Y,Y,0,46000,2220,0,0,0,1181,NA,NA,NA,NA,NA,NA,NONE,,,esdc-edsc - 05,Supplemental Unemployment Benefit,Prestations supplémentaires de chômage,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,7,General Inquiry and Referral Telephone Service  (1-800 O Canada),Demande de renseignements généraux et service d’aiguillage par téléphone (1-800 O Canada),EX,AD,7,"Provides quick access to information and support regarding ESDC, GC and other programs and services via 1-800 O Canada.","Offre un accès rapide à de l'information et à de l'aide concernant les programmes et services d'EDSC, du gouvernement du Canada et d'autres programmes et services par l'entremise du 1 800 O-Canada.","PAPS Transfer from PWGSC to ESDC
- Order-In-Council Number: 2005-1637",Transfert du SPAP de TPSGC à EDSC - Décret no : 2005-1637,https://www.canada.ca/en/contact/contact-1-800-o-canada.html,https://www.canada.ca/fr/contact/communiquez-avec-1-800-o-canada.html,Government of Canada Telephone General Enquiries Services,Services téléphoniques de renseignements généraux du gouvernement du Canada,33-001-BGQ01,"ES,PP",N,NA,NA,0,0,1655975,0,0,0,0,NA,NA,NA,NA,NA,Y,TEL,"
""Number of telephone calls received"" includes all types of medium (calls, emails, fax, etc.)

Figure is for 1 800 O-Canada and CIS combined : 1 800 O-Canada only is 1,658,680 all medium and total number of calls only is  1,655,975 - recommend to change to this number.

**************************

Feedback to the 1 800 O-Canada program is collected directly by the service itself over the phone.

In addition, feedback for all ESDC services is also possible through the Office for Client Satisfaction. The Office for Client Satisfaction (OCS) is a neutral organization that receives, reviews and responds to suggestions, compliments and complaints about Service Canada’s delivery of services.  OCS can receive feedback through an online web form, telephone, TTY, fax, and mail.",,esdc-edsc - 06,General Inquiry and Referral Telephone Service  (1-800 O Canada),Demande de renseignements généraux et service d’aiguillage par téléphone (1-800 O Canada),Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,8,Canada.ca Website,Site Web Canada.ca,EX,AD,7,"Canada.ca is the primacy public facing entry point for citizens looking for Government of Canada online. It is part of the critical emergency response plan to provide information to Canadians in time of national crisis. It also provides detailed information and support for ESDC, GC and other programs and services online through Canada.ca, as well as real time performance updates that provide information about how citizens use the site at Canada.ca/analytics .","Canada.ca est le principal point d'entrée pour les citoyens à la recherche de renseignements  en ligne sur le gouvernement du Canada. Il fait partie du plan d'intervention d'urgence critique qui fournit de l'information aux Canadiens en cas de crise nationale. Il offre aussi, par l'entremise de Canada.ca, de l'information détaillée et de l'aide relativement aux programmes et services d'EDSC, du gouvernement du Canada et d'autres programmes et services en ligne ainsi que des mises à jour en temps réel sur le rendement qui fournit de l'information sur l'utilisation du site Canada.ca par les citoyens et des données d'analytique.","Order in Council
 2014-349",Décret  2014-349,http://www.Canada.ca,http://www.Canada.ca,Government of Canada Internet Presence,Présence du gouvernement du Canada sur Internet,33-001-BGQ02,"IG,PP,PTC",N,NA,NA,0,290400000,0,0,0,0,0,NA,NA,NA,NA,NA,Y,ONL,"Client feedback for Canada.ca is gathered through the ""Report a Problem"" link that appears on every page on Canada.ca, as well as through exit surveys and standardized questionnaires that invite users to provide feedback about Canada.ca at the end of their visit.  In addition, analytics data is used to identify pain points on the site  (areas where users may be having more difficulty finding what they are looking for) and assessing the effectiveness of improvements that are made to address these pain points.  Real time performance metrics on Canada.ca are available for Canadians and updated daily at Canada.ca/analytics.

***************************
For Canada.ca, clients can provide satisfaction feedback in five ways: 

• The Report a Problem‎ feature on every Canada.ca  web page
• The Canada.ca Exit Survey  - every 20th visitor gets an invitation.  About 25,000 visitors give feedback annually for ESDC web pages
• The Canada.ca SUPRQ survey  - every 20th visitor gets an invitation.  About 25,000 visitors give feedback annually for ESDC web pages
• The annual ESDC client experience survey which seeks feedback from 4,000 ESDC clients about their service experience, including online
• Program-specific usability testing as ESDC ‎updates it's online presence (usually 15-30 Canadians per test). 

The Canada.ca Website service standard of “Our goal is for the Canada.ca website to be accessible 24 hours a day, seven days a week”, with a target of 99.9% is met. This standard and performance is communicated on the ESDC Service Performance Reporting page, which can be found here: https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s15, where it is published that the standard was met 100% of the time. This is also consistent with the last 3 years where the published standard was met 100% of the time. The reason why the 8 business volume columns are indicated as “NA” in the “Service Standards & Performance Results” tab, is that the nature of this service standard does not apply to what is being asked in these columns. The standard is measuring time: 24 hours a day, seven days a week. There is no fluctuation per quarter as there would be with number of applications, or number of payments processed. For a given quarter, weeks (12/12), days (90/90), or hours (2160/2160) could be entered, however, these options would not provide useful information, and could be misleading.",,esdc-edsc - 07,Canada.ca Website,Site Web Canada.ca,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,9,Canadian Passport,Passeport canadien,EX,REG,7,"As mandated by the Canadian Passport Order, responsibilities of the Passport Program include issuing, refusing to issue, revoking, withholding, recovering, and providing instructions on the use of Canadian passports. The Minister of Immigration, Refugees and Citizenship Canada has authority over the Passport Program mandate and has authorized the Minister of ESDC to exercise specified administrative powers. ESDC, through Service Canada, is responsible for passport service delivery in Canada, giving Canadians broad access to passport services across the country.","Conformément au Décret sur les passeports canadiens, les responsabilités des services de passeport comprennent ce qui suit : délivrer, refuser de délivrer, révoquer, retenir et récupérer des passeports en plus de fournir des directives sur l'utilisation des passeports canadiens. Le ministre de l'Immigration, des Réfugiés et de la Citoyenneté détient le pouvoir concernant le mandat du programme des passeports et a autorisé le ministre d'EDSC à exercer certains pouvoirs administratifs. EDSC, par l'entremise de Service Canada, est chargé de la prestation des services de passeport au Canada en offrant un vaste accès aux services de passeport aux Canadiens partout au pays.",Canadian Passport Order,Décret sur les passeports canadiens,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens.html,Passport,Passeport,33-001-BGQ04,PP,Y,NA,NA,0,0,1586863,3000290,0,0,1693068,N,N,N,N,N,Y,"EML,FAX,IP,ONL,POST,TEL","Volumes: Applications Submitted via Postal Mail breakdown:
701,783 (Mail), 991,285 (Receiving Agent)",,esdc-edsc - 08,Canadian Passport,Passeport canadien,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,2,Canada Pension Plan Disability Benefits,Prestations d’invalidité du Régime de pensions du Canada,EX,RES,7,"Provides a taxable monthly payment that is available to people who have contributed to the CPP and who are regularly not able to work because of a disability. Disability must be both ""severe"" and ""prolonged"", and it must prevent you from being able to work at any job on a regular basis.","Offre un paiement imposable versé chaque mois aux personnes qui ont contribué au RPC et qui ne sont pas en mesure de travailler régulièrement en raison d'une invalidité. L'invalidité doit être à la fois grave et prolongée, et elle doit empêcher la personne de travailler régulièrement.",Canada Pension Plan Act,Loi sur le Régime de pensions du Canada,https://www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-disability-benefit.html,https://www.canada.ca/fr/services/prestations/pensionspubliques/rpc/prestation-invalidite-rpc.html,Canada Pension Plan,Régime de pensions du Canada,33-001-BGN03,PP,N,NA,Y,0,477000,8062241,20199,0,0,95867,N,N,N,N,N,N,"EML,IP,ONL,TEL","Individual volumes for CPP, CPP-D and OAS telephone calls are not available as the service delivery model provides integrated support to callers on all pensions related enquiries.

Regarding Service Standard & Performance Results dataset, column M: Regarding Real-Time Performance Reporting, while the Department did not provide real-time performance reporting in FY 2017-18, real-time results for the Department’s main statutory programs are expected to be published on line beginning in Q4 2018-19.",,esdc-edsc - 902,Canada Pension Plan Disability Benefits,Prestations d’invalidité du Régime de pensions du Canada,Employment and Social Development Canada | Emploi et Développement social Canada
esdc-edsc,2017-2018,16,Provision of a Social Insurance Number,Émission d’un numéro d’assurance sociale,EX,RES,7,Manages the confirmation/validation of Departmentally (Government of Canada) mandated credential such as the Social Insurance Number for all clients and partners to support the delivery of ESDC services.,"Gère la confirmation et la validation des justificatifs d'identité dont le Ministère (gouvernement du Canada) est responsable, comme le numéro d'assurance sociale pour tous les clients et les partenaires dans le but de soutenir la prestation des services d'EDSC.","The program is governed by sections 28.1 to 28.4 of the Department of Employment and Social Development Act and sections 138, 139 and 140 of the EI Act; and sections 1 to 14 of the Social Insurance Number Regulations and subsections 89(1) to 89(6) of the EI Regulations.","Le programme est régi par les articles 28.1 à 28,4 de la Loi sur le ministère de l’Emploi et du Développement social; les articles 138, 139 et 140 de la Loi sur l’assurance-emploi; les articles 1 à 14 du Règlement sur le Régime de pensions du Canada et les paragraphes 89 (1) à 89 (6) du Règlement sur l’assurance-emploi.",http://esdc.prv/en/service-canada/isb/sin/index.shtml,http://esdc.prv/fr/service-canada/dgsi/nas/index.shtml,NA,SO,NA,PP,N,NA,NA,0,0,0,1300000,0,0,7000,Y,N,Y,N,N,N,"EML,FAX,IP,ONL,POST,TEL",,,esdc-edsc - 16,Provision of a Social Insurance Number (SIN),Émission d’un numéro d’assurance sociale,Employment and Social Development Canada | Emploi et Développement social Canada
