owner_org,fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,service_std_target,gcss_tool_fiscal_yr,realtime_result_url_en,realtime_result_url_fr,q1_performance_result,q1_business_volume,q2_performance_result,q2_business_volume,q3_performance_result,q3_business_volume,q4_performance_result,q4_business_volume,owner_org_title,performance,Standard Unique Identifier,New Service ID
esdc-edsc,2017-2018,20,1,Our goal is to Issue Initial Payments or Non-payment Notifications  within 28 days (%),Notre objectif consiste à émis  les avis de Paiements ou de  non-paiement initiaux  dans les 28 jours civils (%),"https://www.canada.ca/en/employment-social-development/services/funding/apprenticeship-incentive-apply.html
https://www.canada.ca/en/employment-social-development/services/funding/apprenticeship-completion-apply.html","https://www.canada.ca/fr/emploi-developpement-social/services/financement/incitative-apprenti-presenter-demande.html
https://www.canada.ca/fr/emploi-developpement-social/services/financement/incitative-apprenti-presenter-demande.html",TML,95.00%,2013-2014,ND,ND,29747,29747,18958,19149,17298,17385,24203,24203,Employment and Social Development Canada | Emploi et Développement social Canada,99.70%,2017-2018-esdc-edsc-20,esdc-edsc - 19
esdc-edsc,2017-2018,21,1,Our goal is to respond to clients inquires to the NOC and LMI Inbox within 5-10 business days,"Notre objectif est de répondre aux clients, ayant soumis des demandes via la boîte de réception de la CNP et de l’IMT, dans les 5 à 10 jours ouvrables suivant la demande.",ND,ND,TML,99.50%,2013-2014,ND,ND,1027,1027,1028,1028,1028,1028,1028,1028,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-21,esdc-edsc - 17
esdc-edsc,2017-2018,22,2,Our goal is for the Call Blockage rate for inbound telephone inquiries to be less than 0.5%,"Notre objectif est que le taux de blocage des appels soit inférieur à 0,5 % dans le cas des demandes de renseignements téléphoniques reçues",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,ACS,100.00%,2018-2019,ND,ND,408073,408073,457870,457870,454663,454663,475266,475266,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,3,Our goal is for responses to written inquiries to be sent within 10 working days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par écrit dans les dix jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,244,244,303,303,345,345,334,334,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,4,Our goal is for responses to email inquiries to be sent within two working days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par courriel dans les deux jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,5686,5686,7570,7570,6781,6781,17779,17779,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,5,Our goal is for responses to complaints to be sent in writing within 10 working days of receipt,Notre objectif est d'envoyer une réponse aux plaintes par écrit dans les dix jours ouvrables suivant la réception de la plainte,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,439,439,551,551,496,496,544,544,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,8,"Where a borrower requests a change in their loan repayment schedule, our goal is for changes to be completed within five working days of receipt of a complete and accurate request in 100% of cases","Lorsqu'un emprunteur demande que l'on modifie le calendrier de remboursement de ses prêts, notre objectif est d'effectuer la modification dans les cinq jours ouvrables suivant la réception de la demande complète et exacte",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,48629,48629,55618,56465,68414,68414,59108,59108,Employment and Social Development Canada | Emploi et Développement social Canada,99.60%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,9,Our goal is for applications to the Repayment Assistance Plan to be assessed within three working days of receipt of complete and accurate information (including all supporting documentation),Notre objectif est d'évaluer les demandes liées au Programme d'aide au remboursement dans les trois jours ouvrables suivant la réception des documents complets et exacts (y compris toutes les pièces justificatives),https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,248671,249169,202671,202671,267333,267333,239957,239957,Employment and Social Development Canada | Emploi et Développement social Canada,99.90%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,6,Our goal is for Master Student Financial Assistance Agreements to be processed within three working days of receipt of complete and accurate documentation,Notre objectif est de traiter les ententes pour l'aide financière aux étudiants en maîtrise dans les trois jours ouvrables suivant la réception des documents complets et exacts,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,63917,63917,149667,151638,46105,46105,33984,33984,Employment and Social Development Canada | Emploi et Développement social Canada,99.30%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,7,"Where information on a Master Student Financial Assistance Agreement is incomplete or inaccurate, our goal is for action to resolve this to be taken within two working days","Lorsque les renseignements contenus dans une entente pour l'aide financière aux étudiants en maîtrise sont incomplets ou inexacts, notre objectif est de prendre des mesures pour corriger la situation dans les deux jours ouvrables suivant la réception des documents",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,95.00%,2018-2019,ND,ND,9479,9479,16386,16402,4149,4153,3490,3497,Employment and Social Development Canada | Emploi et Développement social Canada,99.90%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,10,Our goal is for clients to be informed of the final outcome of their Repayment Assistance Plan assessment (approved or refused) within two working days of the decision,Le client sera informé s'il est admissible ou non au Programme d'aide au remboursement dans les deux jours ouvrables suivant la décision,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,100.00%,2018-2019,ND,ND,128658,128658,108745,108854,140168,140168,123449,123449,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,22,1,Our goal is to answer inbound telephone inquiries within 20 seconds,Notre objectif est de prendre en charge les demandes de renseignements téléphoniques reçues en 20 secondes ou moins,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s7,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s17,TML,80.00%,2018-2019,ND,ND,342373,408073,394684,457870,382826,454663,401125,475266,Employment and Social Development Canada | Emploi et Développement social Canada,84.70%,2017-2018-esdc-edsc-22,esdc-edsc - 21
esdc-edsc,2017-2018,23,2,Our goal is to apply payments within 2 business days,Notre objectif est de verser les prestations dans un délai de deux jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s2,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s10,TML,100.00%,2018-2019,ND,ND,7387,7387,7827,7827,12771,12771,15621,15621,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-23,esdc-edsc - 22
esdc-edsc,2017-2018,23,1,Our goal is to process applications within 2 business days,Notre objectif est de traiter les demandes dans un délai de deux jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s2,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s10,TML,100.00%,2018-2019,ND,ND,3099,3099,3036,3036,4691,4691,5946,5946,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-23,esdc-edsc - 22
esdc-edsc,2017-2018,23,4,"Our goal is to communicate with applicants by e-mail within 2 working days of the event trigger a need for contact (e.g. error in application, welcome message, application refusal)","Notre objectif est de communiquer avec les demandeurs par courriel dans un délai de deux jours ouvrables suivant l'événement qui a déclenché un besoin de contact (par exemple, erreur dans la demande, message de bienvenue, refus de la demande)",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s2,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s10,TML,100.00%,2018-2019,ND,ND,1577,1577,1927,1927,1096,1096,1951,1951,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-23,esdc-edsc - 22
esdc-edsc,2017-2018,23,3,Our goal is to answer inbound telephone inquiries within 20 seconds,Notre objectif est de prendre en charge les demandes de renseignements téléphoniques reçues en 20 secondes ou moins,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s2,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s10,TML,80.00%,2018-2019,ND,ND,5353,6181,4645,5291,6710,7608,6863,8200,Employment and Social Development Canada | Emploi et Développement social Canada,86.40%,2017-2018-esdc-edsc-23,esdc-edsc - 22
esdc-edsc,2017-2018,24,3,Our goal is to answer inbound telephone inquiries within 180 seconds,Notre objectif est de prendre en charge les demandes de renseignements téléphoniques reçues en 180 secondes ou moins,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s4,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s14,TML,95.00%,2018-2019,ND,ND,7024,7024,7276,7276,10406,10406,9691,9691,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-24,esdc-edsc - 23
esdc-edsc,2017-2018,24,4,Our goal is for responses to voicemail messages to be completed within one business day of receipt,Notre objectif est de fournir une réponse aux demandes de renseignements par messagerie vocale dans un délai d’un jour ouvrable,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s4,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s14,TML,90.00%,2018-2019,ND,ND,263,263,189,189,243,243,272,272,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-24,esdc-edsc - 23
esdc-edsc,2017-2018,24,5,Our goal is for responses to written inquiries to be sent within five business days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par écrit dans les cinq jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s4,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s14,TML,80.00%,2018-2019,ND,ND,138,138,103,103,102,102,123,123,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-24,esdc-edsc - 23
esdc-edsc,2017-2018,24,6,Our goal is for responses to email inquiries to be sent within five business days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par courriel dans les cinq jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s4,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s14,TML,80.00%,2018-2019,ND,ND,286,286,325,325,489,489,529,529,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-24,esdc-edsc - 23
esdc-edsc,2017-2018,24,1,"Within 65 days of making a contribution into a Registered Education Savings Plan (RESP), you can expect the Canada Education Savings Grant to be deposited directly into the RESP account. Your application must be complete and accurate.","La Subvention canadienne pour l'épargne-études sera déposée directement dans le REEE, dans un délai de 65 jours après le dépôt d'une contribution. Pour ceci, vous devez bien compléter votre formulaire de demande en fournissant des renseignements exacts.",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s4,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s14,TML,95.00%,2018-2019,ND,ND,8317022,8547813,8524226,8769780,8525460,8744062,8852772,9061179,Employment and Social Development Canada | Emploi et Développement social Canada,97.40%,2017-2018-esdc-edsc-24,esdc-edsc - 23
esdc-edsc,2017-2018,24,2,"Within 65 days from the receipt of a complete and accurate application, a $500 Bond payment will be deposited directly into an RESP account for the eligible child. In August of every year, an additional $100 Bond payment will be made directly into the RESP for the eligible child as long as the child continues to qualify.","Le versement de 500 $ sera déposé directement dans le Régime enregistré d'épargne-études (REEE) de l'enfant admissible, dans un délai de 65 jours à compter de la date de réception d'une demande complète et exact. Et chaque année, en août, un montant supplémentaire de 100 $ sera déposé directement dans le compte du REEE de l'enfant admissible aussi longtemps qu'il ou elle continue d'être admissible.",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s4,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s14,TML,85.00%,2018-2019,ND,ND,22556,24951,25219,27532,33659,34952,32749,35519,Employment and Social Development Canada | Emploi et Développement social Canada,92.90%,2017-2018-esdc-edsc-24,esdc-edsc - 23
esdc-edsc,2017-2018,25,1,Our goal is to answer inbound telephone inquiries within 180 seconds,Notre objectif est de prendre en charge les demandes de renseignements téléphoniques reçues en 180 secondes ou moins,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s3,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s15,TML,95.00%,2018-2019,ND,ND,4738,4738,4182,4182,5766,5766,8140,8140,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-25,esdc-edsc - 40
esdc-edsc,2017-2018,25,2,Our goal is for responses to voicemail messages to be completed within one business day of receipt,Notre objectif est de fournir une réponse aux demandes de renseignements par messagerie vocale dans un délai d’un jour ouvrable,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s3,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s15,TML,90.00%,2018-2019,ND,ND,200,200,147,147,183,183,299,299,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-25,esdc-edsc - 40
esdc-edsc,2017-2018,25,3,Our goal is for responses to written inquiries to be sent within five business days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par écrit dans les cinq jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s3,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s15,TML,80.00%,2018-2019,ND,ND,14,14,17,17,21,21,22,22,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-25,esdc-edsc - 40
esdc-edsc,2017-2018,25,4,Our goal is for responses to email inquiries to be sent within five business days of receipt,Notre objectif est d'envoyer une réponse aux demandes de renseignements par courriel dans les cinq jours ouvrables suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s3,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s15,TML,80.00%,2018-2019,ND,ND,90,90,92,92,124,124,185,185,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-25,esdc-edsc - 40
esdc-edsc,2017-2018,27,1,"Our goal is to finalize occupational health and safety cases within 120 days (excluding prosecutions, appeals and technical surveys).","Notre objectif est de finaliser les dossiers de santé et de sécurité au travail dans un délai de 120 jours (excluant les poursuites, les appels et les enquêtes techniques)",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s12,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s12,TML,70.00%,2018-2019,ND,ND,840,1038,826,964,766,969,663,898,Employment and Social Development Canada | Emploi et Développement social Canada,80.00%,2017-2018-esdc-edsc-27,esdc-edsc - 24
esdc-edsc,2017-2018,28,1,Timely adjudication of claims with complete information - Percentage of claims adjudicated within 10 days of the date that there is complete information on the file,Traitement en temps des demandes contenant de l'information complète - pourcentage ades demandes traitées à l'intérieur de 10 jours après la date à laquelle l'information complète est au dossier,ND,ND,TML,100.00%,2013-2014,ND,ND,0,0,0,0,0,0,0,0,Employment and Social Development Canada | Emploi et Développement social Canada,0.00%,2017-2018-esdc-edsc-28,esdc-edsc - 34
esdc-edsc,2017-2018,29,1,Percentage of initial Wage Earner Protection Program payments and non-payment notifications issued within 35 calendar days,Pourcentage de premiers paiements pour le Programme de protection des salariés et d’avis de non-paiement émis dans les 35 jours civils,https://www.canada.ca/en/employment-social-development/corporate/reports/departmental-plan/2018-2019.html,https://www.canada.ca/content/dam/esdc-edsc/documents/corporate/reports/departmental-plan/2018-19_DeptPlan-FR.pdf,TML,80.00%,2013-2014,ND,ND,2732,2786,1237,1243,1450,1455,1630,1758,Employment and Social Development Canada | Emploi et Développement social Canada,97.30%,2017-2018-esdc-edsc-29,esdc-edsc - 25
esdc-edsc,2017-2018,30,1,"Based on published ESDC service standards, our goal is for grants and contributions proposals to be acknowledged within 21 calendar days of the application package being received; for contribution payments to be processed within 28 calendar days of a completed claim package for approved contribution projects being received; and grant payments to be processed within 15 calendar days after the approved project start date for approved grant projects being received","Selon les normes de service publiées par EDSC, notre objectif est de reconnaitre les propositions de subvention et de contribution dans les 21 jours civils suivant la réception de la demande; pour que les paiements de contribution soient traités dans les 28 jours civils suivant la réception d'un dossier de demande complet pour les projets de contribution approuvés; et pour que les paiements de subvention soient traités dans les 15 jours civils qui suivent l’approbation de la date de début d’un projet de subvention approuvé",ND,ND,TML,90.00%,2013-2014,ND,ND,0,0,83,83,0,0,6,6,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-30,esdc-edsc - 31
esdc-edsc,2017-2018,31,1,Accurate annual recalculations of pension amounts for PSIBP recipients. (Recalculations reflect statutory indexation as well as collective agreement increases.),Ajustement précis des calculs annuels des montants de pension pour les bénéficiaires de PSIBP. (Les ajustements de calculs tiennent compte de l’indexation légale ainsi que les augmentations prévues par la convention collective.),ND,ND,ACY,100.00%,2013-2014,ND,ND,0,0,0,0,0,0,0,0,Employment and Social Development Canada | Emploi et Développement social Canada,0.00%,2017-2018-esdc-edsc-31,esdc-edsc - 32
esdc-edsc,2017-2018,31,2,Percentage of employer reports of injury forwarded by the FWCS to the WCBs within 15 days.  Percentage of employers reports of injury with complete information triaged within 48 hours (working days),Pourcentage des rapports d'accidents de l’employeur  transmis par le SFIAT à la CAT dans les 15 jours. Pourcentage des rapports d'accidents de l’employeur avec les informations complètes qui sont triés dans un délai de 48 heures (jours ouvrables),ND,ND,TML,90.00%,2013-2014,ND,ND,2875,2978,2645,2731,3089,3207,3463,3646,Employment and Social Development Canada | Emploi et Développement social Canada,96.10%,2017-2018-esdc-edsc-31,esdc-edsc - 32
esdc-edsc,2017-2018,32,1,Our objective is to process conciliation appointments within 15 calendar days of receiving the requests compliant to section 6 of the Canada Industrial Relations Regulations,Notre objectif est de nommer un conciliateur à l'intérieur de 15 jours (calendiers) suite à la réception d'une demande conforme à la section 6 du Règlement sur les relations industrielles du Canada,ND,ND,TML,100.00%,2013-2014,ND,ND,43,43,37,37,35,35,68,68,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-32,esdc-edsc - 932
esdc-edsc,2017-2018,33,1,Percentage of monetary complaints that are settled within 180 days,Pourcentage des plaintes monétaires réglées dans un délai de 180 jours,ND,ND,TML,60.00%,2013-2014,ND,ND,331,646,286,599,309,579,294,680,Employment and Social Development Canada | Emploi et Développement social Canada,48.70%,2017-2018-esdc-edsc-33,esdc-edsc - 38
esdc-edsc,2017-2018,33,2,Percentage of unjust dismissal complaints that are settled within 180 days,Pourcentage de plaintes de congédiement injuste réglées dans un délai de 180 jours,ND,ND,TML,80.00%,2013-2014,ND,ND,220,325,221,285,213,304,189,282,Employment and Social Development Canada | Emploi et Développement social Canada,70.50%,2017-2018-esdc-edsc-33,esdc-edsc - 38
esdc-edsc,2017-2018,34,1,Percentage of queries (LEEP and FCP combined) received via the employment equity mailbox that are answered within 72 hours,Pourcentage des demandes (PLEME et FCP combinés) reçus via la boîte générique pour l'équité en emploi pour lesquels une réponse envoyé en 72 heures.,ND,ND,TML,90.00%,2013-2014,ND,ND,649,721,238,245,528,536,633,639,Employment and Social Development Canada | Emploi et Développement social Canada,95.70%,2017-2018-esdc-edsc-34,esdc-edsc - 36
esdc-edsc,2017-2018,35,1,Percentage of queries (LEEP and FCP combined) received via the employment equity mailbox that are answered within 72 hours,Pourcentage des demandes (PLEME et FCP combinés) reçus via la boîte générique pour l'équité en emploi pour lesquels une réponse envoyé en 72 heures.,ND,ND,TML,90.00%,2013-2014,ND,ND,649,721,238,245,528,536,633,639,Employment and Social Development Canada | Emploi et Développement social Canada,95.70%,2017-2018-esdc-edsc-35,esdc-edsc - 37
esdc-edsc,2017-2018,36,1,All requests for information will be responded to within two business days.,Toutes les requêtes pour informations recevront une réponse à l'intérieur de deux jours ouvrables,ND,ND,TML,80.00%,2013-2014,ND,ND,78,86,78,86,100,110,94,103,Employment and Social Development Canada | Emploi et Développement social Canada,90.90%,2017-2018-esdc-edsc-36,esdc-edsc - 30
esdc-edsc,2017-2018,37,1,Our goal is to provide information and answers within a 48 hour period once that all relevant facts/documents are available,"Une fois que tous les faits et tous les documents sont disponibles, notre but est de fournir de l’information et de donner des réponses dans un délai de 48 heures.",ND,ND,TML,100.00%,2013-2014,ND,ND,0,0,0,0,0,0,0,0,Employment and Social Development Canada | Emploi et Développement social Canada,0.00%,2017-2018-esdc-edsc-37,esdc-edsc - 35
esdc-edsc,2017-2018,38,1,Timely examination of appeals,Examiner de manière diligente les appels,ND,ND,TML,100.00%,2013-2014,ND,ND,4,4,5,5,2,2,0,0,Employment and Social Development Canada | Emploi et Développement social Canada,100.00%,2017-2018-esdc-edsc-38,esdc-edsc - 29
ic,2017-2018,ISED-001,ISED-001-001,The service standard for merger reviews is 14 days for Non-Complex cases. The performance target for Non-Complex cases is 90%. The performance target for Complex cases is 85%., La norme de service pour l'examen des fusions est de 14 jours pour les cas non complexes. L'objectif de rendement pour les cas non complexes est de 90 %. L'objectif de rendement pour les cas complexes est de 85 %.,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/04357.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/04302.html,TML,90.00%,2016-2017,ND,AD,33,35,39,42,44,44,39,40,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",96.30%,2017-2018-ic-001,ic - 01
ic,2017-2018,ISED-001,ISED-001-002,The service standard for merger reviews  45 days for Complex cases, La norme de service pour l'examen des fusions est de 45 jours pour les cas complexes,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/04357.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/04302.html,TML,85.00%,2016-2017,ND,AD,13,18,15,18,19,20,13,14,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",85.70%,2017-2018-ic-001,ic - 01
ic,2017-2018,ISED-002,ISED-002-001,"The service standards are 5 business days for an online application and 20 business days for an application by mail. The Bureau strives to meet its service standard on all requests, with a target of 90%.","OLes normes de service sont de 5 jours ouvrables pour une demande en ligne et de 20 jours ouvrables pour une demande par la poste. Le Bureau s'efforce de respecter sa norme de service pour toutes les demandes, avec un objectif de 90 %.",http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/04277.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/04277.html,TML,90.00%,2016-2017,ND,AD,298,301,281,296,255,268,244,260,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",95.80%,2017-2018-ic-002,ic - 02
ic,2017-2018,ISED-004,ISED-004-001,"Service standards range from two weeks to ten weeks, depending on the section of the Act and level of complexity.","Les normes de service varient de deux à dix semaines, selon l'article de la Loi et le niveau de complexité.",http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/04303.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/04303.html,TML,0.00%,2016-2017,ND,AD,1,2,1,3,0,0,4,5,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",60.00%,2017-2018-ic-004,ic - 04
ic,2017-2018,ISED-005,ISED-005-005,"Following receipt of a client response, sending of a subsequent  office action (biotechnology)",Transmission d'une action administrative subséquente une fois reçue la réponse du client (biotechnologie),http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr04426.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr04426.html,TML,90.00%,2016-2017,NA,NA,0,0,0,0,0,0,6161,6527,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",94.40%,2017-2018-ic-005,ic - 05
ic,2017-2018,ISED-005,ISED-005-001,Issuing of a filing certificate or an acknowledgement letter of national entry date,Délivrance d'un certificat de dépôt ou expédition d'un accusé de réception faisant état de la date d'entrée en phase nationale,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr04426.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr04426.html,TML,90.00%,2016-2017,NA,NA,0,0,0,0,0,0,34857,36730,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",94.90%,2017-2018-ic-005,ic - 05
ic,2017-2018,ISED-005,ISED-005-002,Issuing of a registration certificate,Délivrance d'un certificat d'enregistrement,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr04426.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr04426.html,TML,90.00%,2016-2017,NA,NA,0,0,0,0,0,0,9919,10163,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",97.60%,2017-2018-ic-005,ic - 05
ic,2017-2018,ISED-005,ISED-005-003,Issuing of an ackowledgement letter of a request for examination made after filing,Délivrance d'un accusé de réception concernant une requête d'examen effectuée après le dépôt,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr04426.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr04426.html,TML,90.00%,2016-2017,NA,NA,0,0,0,0,0,0,20187,20726,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada",97.40%,2017-2018-ic-005,ic - 05
